公司,年月,證期會代碼,季別,財報發布日,每股盈餘,當季季底P/B,當季季底PSR,當季季底P/E,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,ROE(B)－常續利益,營業利益率,營業利益成長率,營業利益變動率,營業利益 /實收資本比,常續利益率－稅後,淨利變動率（單季）,稅前息前折舊前淨利率,稅前淨利率,稅前淨利成長率,稅後淨利率,稅後淨利成長率,季底普通股市值,營收成長率,營收變動率,淨值/資產,總資產成長率,總資產週轉次數,業外收支/營收,營業毛利率,營業毛利成長率,已實現銷貨毛利成長率,已實現銷貨毛利率,自由現金流量(D),營業收入淨額,股東權益總額,來自營運之現金流量
2313 華通,2023/9/28,2313,3,2023/11/10,1.41,1.64,0.93,10.38,4.88,2.33,3.81,4.51,4.55,8.96,-39.37,223.88,14.73,8.66,179.99,18.91,11.12,-33.47,8.57,-33.15,"63,166,460",-9.68,41.32,47.61,0.24,0.26,2.16,15.88,-28.66,-28.66,15.88,"258,498","19,592,498","38,592,265","629,872"
2314 台揚,2023/9/28,2314,3,2023/11/14,-0.86,5.12,2.16,,-1.99,-3.15,-2.41,-11.2,-11.36,-26.43,-90.1,-91.47,-7.45,-30.97,-75,-16.23,-28.24,-108.3,-30.53,-115.18,"8,949,853",-48.4,-35.34,30.51,-15.63,0.11,-1.81,9.37,-62.88,-62.88,9.37,"71,282","671,361","1,748,737","-33,340"
2316 楠梓電,2023/9/28,2316,3,2023/11/10,0.68,0.9,1.98,28.62,1.9,1,1.53,1.54,1.5,-18.99,-84.73,-10.78,-9.26,13.57,"4,053.77",29.98,17.79,-24.4,13.91,-29.15,"7,364,422",-26.04,-4.28,59.25,4.26,0.07,36.78,-7.95,"-1,060.37","-1,060.37",-7.95,"158,419","891,335","8,196,111","58,718"
2317 鴻海,2023/9/28,2317,3,2023/11/14,3.11,0.97,0.23,8.18,2.44,1.58,1.85,2.9,2.45,2.99,-4.94,49.23,33.29,2.6,33.99,6.31,3.71,11.76,3.08,13.9,"1,441,750,960",-11.65,18.29,41.52,-7.42,0.39,0.72,6.66,-4.53,-4.53,6.66,"-40,808,704","1,543,163,653","1,687,137,913","66,027,555"
2321 東訊,2023/9/28,2321,3,2023/11/10,-0.28,1.27,0.32,,1.02,0.37,0.72,0.35,0.32,-4.7,-515.76,1.31,-3.08,0.74,129.91,8.07,2.02,-70.24,0.81,-85.02,"256,164",-19.58,-1.54,31.43,-23.1,0.13,6.72,26.48,-18.71,-18.71,26.48,"9,106","198,171","457,397","16,606"
2323 中環,2023/9/28,2323,3,2023/11/14,-0.97,0.73,1.77,23.52,-4.66,-4.29,1.93,-5.74,1.89,-0.93,61.37,85.46,-0.17,17.78,-175.62,-46,-53.7,-303.12,-54.06,-277.55,"13,017,709",3.42,10.99,76.02,-1.34,0.08,-52.78,22.53,1.23,1.23,22.53,"-734,030","1,967,617","18,056,811","391,856"
2324 仁寶,2023/9/28,2324,3,2023/11/14,0.55,1.12,0.14,11.78,1.6,0.84,1.18,2.19,2.12,1.45,62.49,32.16,8.28,1.09,16.13,2.86,1.48,20.08,1.13,17.41,"135,299,382",-13.51,3.22,27.89,-12.57,0.54,0.03,4.46,2.26,2.26,4.46,"591,461","251,714,171","132,533,301","16,073,535"
2327 國巨,2023/9/28,2327,3,2023/11/13,11.6,1.62,2.04,9.21,2.8,1.76,2.3,3.69,3.62,19.68,-29.78,6.02,127.41,17.67,33.03,33,22.94,-23.94,18.03,-22.86,"222,151,125",-11.04,2.39,44.13,13.19,0.09,3.26,33.24,-23.19,-23.19,33.24,"159,109","27,395,845","138,743,725","8,269,388"
2328 廣宇,2023/9/28,2328,3,2023/11/14,0.64,1.44,0.72,9.52,2.79,1.66,2.2,2.65,2.69,6.25,-10.95,56.69,8.3,5.82,9.97,9.82,7.44,-25.25,5.74,-28.7,"19,204,719",6.19,10.75,61.84,-0.46,0.28,1.19,11.8,-5.57,-5.57,11.8,"-290,159","6,885,374","15,214,444","978,114"
2329 華泰,2023/9/28,2329,3,2023/10/25,0.82,2.19,1.5,13.35,5.78,3.28,4.36,5.7,5.75,15.08,101.23,69.32,9.64,12.58,14.06,22.19,16.88,54.78,12.48,35.55,"23,322,936",23.45,17.59,57.75,11.62,0.26,1.8,22.61,73.82,73.82,22.61,"-117,461","4,702,077","10,657,338","985,264"
2330 台積電,2023/9/28,2330,3,2023/11/14,8.14,4.05,6.27,13.17,7.31,4.01,6.21,6.41,6.38,41.71,-26.51,12.93,87.95,38.37,16,71.76,44.25,-23.6,38.56,-24.98,"13,562,472,610",-10.83,13.7,61.5,18.12,0.1,2.54,54.26,-19.93,-19.93,54.26,"168,144,056","546,732,758","3,372,818,107","294,645,276"
2331 精英,2023/9/28,2331,3,2023/11/10,0.5,1.39,0.79,19.19,2.16,1.23,1.75,2.36,2.37,2.09,126.8,-77.72,1.67,6.24,-36.48,11.88,8.45,-34.15,6.22,-32.41,"16,526,969",-41.07,-31.75,52.17,-4.8,0.19,6.36,17.37,-14.75,-14.75,17.37,"155,229","4,452,093","11,934,787","-704,184"
2332 友訊,2023/9/28,2332,3,2023/11/14,0.02,1.31,0.73,14.62,-1.03,0.34,0.69,0.46,0.35,0.3,-56.92,-74.18,0.19,1.07,-86.93,5.33,2.63,42.02,1.41,13.56,"12,117,004",-14.73,-7.87,67.19,9.93,0.21,2.33,25.39,5.18,5.18,25.39,"127,158","3,824,441","11,748,202","488,440"
2337 旺宏,2023/9/28,2337,3,2023/10/27,-0.22,1.2,1.9,,0.82,-0.44,0.59,-0.83,-0.83,-8.96,-126.99,-291.86,-3.52,-5.6,-674.34,9.05,-6.18,-115.86,-5.6,-116.31,"58,736,893",-36.51,-1.96,61.43,-6.24,0.09,2.77,24.18,-65.27,-65.27,24.18,"-5,614,436","7,283,103","48,999,300","-348,476"
2338 光罩,2023/9/28,2338,3,2023/11/14,-0.4,3.56,2.37,26.45,2.21,-0.22,1.59,-2.36,1.02,9.18,-41.05,9.56,7,2.43,-354.11,15.77,-2.3,-108.52,-5.61,-120.25,"17,284,460",-5.48,8.62,22.51,16.8,0.09,-11.48,25.55,-7.76,-7.76,25.55,"-881,685","1,955,017","4,669,467","156,450"
2340 台亞,2023/9/28,2340,3,2023/11/7,0.31,2.47,5.44,151.8,1.1,1.22,2.08,1.62,1.48,6.68,-9.07,43,1.71,11.17,19.6,26.12,13.26,8.29,12.22,29.24,"20,812,614",5.87,10.73,71.46,11.01,0.1,6.58,26.86,4.27,4.27,26.86,"-719,105","1,120,982","8,613,244","321,439"
2342 茂矽,2023/9/28,2342,3,2023/11/14,-0.05,2.22,3.25,,0.36,-0.16,0.3,-0.31,-0.31,-7.52,-131.37,-69.88,-1.96,-1.86,-328.36,3.84,-1.86,-103.78,-1.86,-103.78,"5,426,421",-26.3,9.69,69.46,-15.73,0.11,5.67,6.73,-83.56,-83.56,6.73,"33,441","407,486","2,471,958","-125,538"
2344 華邦電,2023/9/28,2344,3,2023/11/2,-0.03,1.16,1.34,172.29,2.15,0.22,1.67,0.19,0.45,1.06,-94.04,166.75,0.52,2.2,-68.71,17.78,1.06,-94.42,0.91,-94.31,"100,694,000",-11.92,3.69,51.57,2.61,0.11,0,31.71,-38.68,-38.68,31.71,"912,856","19,505,815","94,620,715","548,657"
2345 智邦,2023/9/28,2345,3,2023/11/9,4.28,11.94,3.27,23.42,7.33,4.84,5.22,10.93,10.91,13.74,17.56,18.44,55,10.62,6.28,16.23,15.1,3.49,10.64,-3.06,"276,157,894",8.97,11.47,45.51,20.29,0.45,1.37,23.03,13.92,13.92,23.03,"-42,158","22,426,730","23,137,565","4,501,920"
2347 聯強,2023/9/28,2347,3,2023/11/7,1.02,1.52,0.27,9.93,1.47,1.06,1.13,2.64,2.66,1.95,-4.45,-5.48,11.49,1.89,2.11,3.12,2.47,-77.15,1.88,-78.35,"106,915,339",-9.71,3.46,34.28,-2.89,0.47,0.52,4.22,-4.34,-4.34,4.22,"-3,184,034","98,234,316","72,907,083","9,007,466"
2348 海悅,2023/9/28,2348,3,2023/11/14,3.16,1.43,1.67,6.72,1.32,1.4,1.29,5.45,4.94,31.81,29.94,1.84,33.95,21.27,-2.08,33.87,30.77,136.72,23.44,259.32,"8,654,281",35.19,12.66,23.71,16.99,0.05,-1.04,43.79,33.9,33.9,43.79,"-2,116,506","1,569,638","6,947,589","120,546"
2349 錸德,2023/9/28,2349,3,2023/11/14,-0.17,1.01,0.74,,1.22,-0.71,0.38,-1.64,-1.5,-4.87,-76.94,17.16,-1.41,-7.85,"-12,535.82",14.59,0.15,-96.54,-8.55,-428.88,"5,660,421",-3.92,6.82,53.94,-5.97,0.1,5.02,16,-12.4,-12.4,16,"-324,512","2,005,313","10,425,174","109,988"
2351 順德,2023/9/28,2351,3,2023/11/9,1.14,2.89,1.75,18.45,3.55,1.86,2.94,3.2,3.2,8.62,-5,3.15,13.01,8.03,5.66,16.81,10.04,-17.09,8.04,-18.04,"19,397,910",-8.33,-2.69,56.8,-6.14,0.22,1.42,17.01,-2.64,-2.64,17.01,"-6,778","2,748,185","7,049,317","383,127"
2352 佳世達,2023/9/28,2352,3,2023/11/9,0.61,2.36,0.42,14.28,2,1,1.85,2.34,3.06,2.68,71.34,-6.44,6.87,4.03,0.98,7.93,4.22,-81.37,3.08,-78.82,"87,816,772",-16.13,-3.34,33.93,-13.1,0.26,1.54,16.63,-3.14,-3.14,16.63,"7,126,455","50,370,349","64,138,278","632,352"
2353 宏碁,2023/9/28,2353,3,2023/11/2,0.67,1.47,0.46,17.2,0.68,1.06,0.68,2.82,1.28,2.29,86.59,47.79,5.07,1.48,37.6,5.25,4.41,10.18,3.25,8.03,"110,637,064",3.94,15.76,36.92,6.77,0.32,2.12,10.81,11.17,11.17,10.81,"-3,676,560","67,444,821","80,648,685","7,193,772"
2354 鴻準,2023/9/28,2354,3,2023/11/13,0.76,0.78,0.88,14.77,1.09,0.8,1.06,1.04,1.12,2.27,-1.73,61.57,3.58,5.11,-30.51,7.44,5.67,-29.52,4.74,-31.93,"81,615,785",25.14,32.98,74.05,0.44,0.16,3.4,6.92,-8.56,-8.56,6.92,"5,471,301","22,339,180","104,246,520","567,867"
2355 敬鵬,2023/9/28,2355,3,2023/11/10,0.91,0.97,0.92,13.87,3.43,1.69,2.62,2.28,2.24,6.69,755.62,116.82,7.44,8.01,121.26,17.58,11.22,91.79,8.14,74.77,"15,601,679",3.61,10.15,71.91,-0.51,0.2,4.54,16.38,122.33,122.33,16.38,"-125,611","4,421,455","16,105,893","550,042"
2356 英業達,2023/9/28,2356,3,2023/11/10,0.52,2.9,0.34,27.28,1.78,1.16,1.44,3.17,3.05,1.58,-3.98,45.57,6,1.3,33.7,3.32,1.74,3.31,1.36,5.76,"175,786,275",-4.64,3.97,23.63,-5.81,0.56,0.16,5.21,-3.5,-3.5,5.21,"-872,082","135,840,675","59,852,453","-908,969"
2357 華碩,2023/9/28,2357,3,2023/11/13,14.94,1.17,0.56,22.05,2.67,2.46,2.23,4.81,4.13,6.7,136.66,427.67,121.78,7.44,279.57,11.11,10.46,75.88,8.67,71.84,"272,592,920",-6.71,16.72,51.52,-2.72,0.28,3.77,18.3,34.86,34.85,18.3,"-5,403,173","135,051,873","250,565,008","9,093,036"
2358 廷鑫,2023/9/28,2358,3,2023/11/14,-1.75,1.04,1.03,,-7.13,-5.97,-5.62,-14.14,-14.14,-201.43,"-1,345",-122.49,-20.75,-168.18,-124.77,-189.31,-212.99,-722.93,-168.16,-749.19,"1,543,829",-55.01,-61.08,42.59,-15.01,0.04,-11.56,-38.54,-451.65,-451.65,-38.54,"10,235","140,767","1,556,264","29,133"
2359 所羅門,2023/9/28,2359,3,2023/11/13,0.97,1.22,1.45,17.27,-0.31,2.08,1.57,3.19,2.12,1.88,-51.46,-69.1,1.1,11.72,-49.08,23.51,21.28,-21.28,17.62,-11.99,"6,344,427",-10.69,-16.53,66.52,-3.01,0.12,19.4,23.26,-5.83,-5.83,23.26,"100,697","1,000,518","5,621,115","186,552"
2360 致茂,2023/9/28,2360,3,2023/11/10,2.91,5.47,5.95,22.05,5.23,3.73,4.15,5.89,5.89,25.54,-30.49,2.02,29.11,25.85,18.98,35.91,31.87,-31.53,25.87,-28.94,"117,400,464",-27.23,9.76,63.92,0.43,0.14,6.32,56.99,-21.01,-21.01,56.99,"88,879","4,847,151","22,057,883","805,819"
2362 藍天,2023/9/28,2362,3,2023/11/10,0.42,0.47,0.87,15.69,0.54,0.43,0.74,0.6,1.14,6.86,9.88,-11.57,6.76,7.62,1.67,10.8,6.12,81.27,3.97,328.65,"19,979,511",8.21,5.73,44.01,1.64,0.07,-0.74,20.43,4.22,4.22,20.43,"2,483,329","6,230,999","42,768,712","510,113"
2363 矽統,2023/9/28,2363,3,2023/11/7,-0.12,1.65,144.05,44.56,-0.45,-0.47,-0.45,-0.49,-0.49,-122.38,12.26,31.94,-1.33,-105.09,-109.93,-99.58,-106.75,13.59,-105.01,15,"28,296,985",132.68,116.07,99.26,24.49,0,15.63,38.56,948.67,948.67,38.56,"-2,619,344","81,207","17,180,782","868,491"
2364 倫飛,2023/9/28,2364,3,2023/11/14,0.92,6.55,2.72,35.81,2,2.5,3.18,7.01,7.01,5.29,140.33,-11.35,4.35,10.97,-35.1,16.25,10.97,-20.69,10.97,-20.69,"2,876,684",12.13,-6.91,33.87,1.62,0.21,5.69,36.71,25.37,25.37,36.71,"2,892","255,052","414,825","47,646"
2365 昆盈,2023/9/28,2365,3,2023/11/10,0.14,0.85,3.46,39.02,1.23,0.91,1.24,1.03,1.03,8.93,595.38,948.83,0.9,13.92,12.34,25.23,17.61,39.01,13.92,-19.89,"2,558,648",-27.55,27.46,84.29,3.4,0.06,8.67,41.42,22.33,22.33,41.42,"32,929","222,622","3,039,289","75,052"
2367 燿華,2023/9/28,2367,3,2023/11/9,0.02,1.24,0.83,,1.32,0.28,1.76,0.12,0.13,0.1,-99.12,-72.73,0.06,0.35,-95.42,12.76,0.44,-97.26,0.32,-97.99,"12,685,263",-30.61,-4.83,45.96,-11.98,0.17,0.34,11.47,-53.93,-53.93,11.47,"144,084","3,836,971","10,223,873","612,287"
2368 金像電,2023/9/28,2368,3,2023/11/13,2.39,7.12,3.6,20.6,8.1,4.1,5.19,8.07,8.91,20.09,0.58,59.11,33.68,15.59,42.4,24.03,20.73,-9.73,14.12,-13.82,"107,958,661",-4.2,19.01,49.65,-0.27,0.28,0.65,29.31,1.83,1.83,29.31,"-209,393","8,245,914","15,153,761","398,688"
2369 菱生,2023/9/28,2369,3,2023/11/6,-0.04,1.24,1.26,,2.37,0,1.91,-0.14,-0.14,-2.25,56.84,11.13,-0.89,-0.54,-595.36,13.36,-0.76,71.63,-0.54,77.66,"6,841,836",10.43,4.1,68.47,-4.48,0.18,1.49,5.26,146.01,146.01,5.26,"-3,116","1,499,895","5,735,227","180,810"
2371 大同,2023/9/28,2371,3,2023/11/14,0.24,1.93,2.14,59.56,1.2,0.63,0.99,1.02,1.02,3.32,134.34,-55.24,1.63,5.97,-15.93,14.08,6.9,-89.02,5.94,-90.52,"103,875,398",58.5,-13.54,49.89,26.85,0.08,3.57,19.14,42.32,42.32,19.14,"117,625","11,447,504","67,384,753","-135,938"
2373 震旦行,2023/9/28,2373,3,2023/11/14,1.41,2.45,1.49,11,3.39,1.96,2.8,4.05,3.92,9.2,-35.58,-7.2,10.91,11.6,3.19,22.75,14.78,-41.27,11.97,-39.46,"17,762,390",-22.71,-3.31,47.87,-2.57,0.16,5.58,46.69,-15.27,-15.79,46.61,"-310,226","2,802,977","8,569,072","535,374"
2374 佳能,2023/9/28,2374,3,2023/11/13,0.84,1.08,1.42,30.78,3.41,2.53,2.99,3.38,3.37,7.78,865.28,520.44,4.28,14.13,347.2,19.23,15.81,19.58,14.15,17.88,"6,944,236",6.5,43.74,74.68,0.84,0.18,8.03,28.55,35.23,35.23,28.55,"13,197","1,580,353","6,766,175","402,764"
2375 凱美,2023/9/28,2375,3,2023/11/13,1.28,0.79,1.47,14.03,2.35,0.98,1.46,1.55,1.41,6.69,19.16,4.19,7.72,10.09,-22.92,24.89,13.94,-18.02,11.1,-21.89,"7,205,153",-16.67,-0.49,60.7,-22.39,0.08,7.25,17.71,-14.96,-14.96,17.71,"169,193","1,254,257","9,116,194","240,525"
2376 技嘉,2023/9/28,2376,3,2023/11/3,2.33,4.96,1.5,31.45,2.77,2.01,2.27,4.22,4.34,3.02,305.21,13.73,17.58,4.11,66.25,5.61,4.98,20.63,3.99,26.5,"178,946,172",53,41.63,41.15,57.31,0.49,1.96,13.27,63.7,63.7,13.27,"-9,496,405","37,013,385","36,106,179","9,100,062"
2377 微星,2023/9/28,2377,3,2023/11/10,2.78,2.79,0.79,14.96,3.86,2.44,3,4.86,5.41,4.54,44.1,-8.89,26.29,5.35,18.72,6.58,5.86,38.07,4.8,46.07,"138,556,384",26.84,18.47,50.2,24.43,0.51,1.32,11.83,17.92,17.92,11.83,"28,841","48,918,169","49,691,273","-389,670"
2379 瑞昱,2023/9/28,2379,3,2023/11/10,5.01,4.77,2.15,21.37,3.03,2.3,2.81,6.4,6.4,7.46,-50.7,-4.98,38.8,9.64,-1.35,12.93,10.01,-39.19,9.64,-38.87,"202,580,885",-10.39,1.47,37,-14.59,0.23,2.55,42.02,-21.63,-21.63,42.02,"-453,302","26,678,445","42,478,678","6,894,711"
2380 虹光,2023/9/28,2380,3,2023/11/13,-1.25,2.34,,,-8.98,-10.59,-9.44,-27.8,-27.79,-57.31,-597.71,-148.23,-10.22,-70.59,-493.53,-58.45,-69.91,-614.08,-70.61,-620.02,"1,989,285",-55.66,-22.77,35.39,-15.97,0.15,-12.59,26.07,-58.09,-58.09,26.07,"12,437","386,848","855,683","-25,691"
2382 廣達,2023/9/28,2382,3,2023/11/10,3.32,5.1,0.82,18.14,2.89,2.11,2.44,7.23,7.25,4.4,22.39,11.61,32.61,4.57,27.05,7.19,5.48,16.87,4.56,37.75,"925,099,167",-25.01,16.93,26.09,-11.22,0.41,1.08,8.11,8.36,8.29,8.11,"-1,422,061","286,504,589","188,930,317","11,078,605"
2383 台光電,2023/9/28,2383,3,2023/10/25,6.04,5.88,3.92,22.91,5.92,4.17,4.69,8.96,8.86,21.11,56.84,54.78,73.37,16.84,102.18,25.27,21.68,57.88,17.03,54.66,"146,209,508",20.15,29.35,47.9,24.53,0.24,0.57,30.18,40.62,40.62,30.18,"730,755","11,874,501","24,864,982","-76,423"
2385 群光,2023/9/28,2385,3,2023/11/3,2.93,2.34,0.86,8.59,3.18,2.98,2.94,6.07,4.56,11.63,-3.74,47.62,39.49,7.47,17.69,15.09,12.05,-8.44,9.94,-3.12,"87,786,122",-15.79,1.76,49.54,-1.68,0.3,0.42,21.49,-3.98,-3.98,21.49,"-747,730","25,808,939","44,266,196","5,421,851"
2387 精元,2023/9/28,2387,3,2023/11/10,2.45,1,0.41,5.12,5.46,2.49,3.99,4.78,4.66,10.37,-3.11,49.38,31.79,7.8,-6.03,19.1,11.53,-22.38,8,-25.94,"9,225,610",-18.83,2.1,48.92,-8.84,0.29,1.16,18.02,-1.47,-1.47,18.02,"192,837","5,987,334","10,393,376","706,349"
2388 威盛,2023/9/28,2388,3,2023/11/9,0.18,4.38,5.56,148.45,1.19,0.56,1,0.87,1.22,0.08,-96.33,-90.19,0.05,5.51,-3.26,8.41,5.49,-40.58,3.94,-51.42,"59,145,957",24.78,2.79,59.85,2.1,0.13,5.41,23.66,-10.74,-10.74,23.66,"196,881","3,238,600","14,935,952","265,494"
2390 云辰,2023/9/28,2390,3,2023/11/14,0.29,0.94,3.85,,1.95,1.89,-0.02,2.14,-0.33,-6.86,18.03,"-211,340",-0.55,-5.54,277.45,43.83,37.41,113.69,36.35,113.3,"2,494,416",11.06,-8.08,86.55,-11.75,0.05,44.27,24.5,40.61,40.61,24.5,"-4,902","154,062","2,641,622","-9,543"
2392 正崴,2023/9/28,2392,3,2023/11/14,2.04,0.86,0.24,7.04,2.86,1.39,2.21,3.42,3.45,5.22,-21.13,892.33,25.45,4.8,50.61,10.68,6.29,16.08,4.76,28.93,"20,954,133",-5.96,45.33,35.72,0.31,0.27,1.07,14.93,-8.73,-8.73,14.93,"-2,226,331","24,975,345","35,519,787","-119,639"
2393 億光,2023/9/28,2393,3,2023/11/9,0.91,1.12,1.16,11.13,3.49,1.58,2.55,2.23,2.45,10,27.67,17.71,10.19,10.06,-13,19.56,13.6,12.06,9.16,-8.84,"20,795,132",-5.45,2.58,71.39,-3.34,0.17,3.6,28.7,-5.71,-5.71,28.7,"592,393","4,517,190","18,895,895","908,375"
2395 研華,2023/9/28,2395,3,2023/10/30,3.01,6.41,4.44,21.56,4.86,3.74,4.18,5.7,5.88,16.7,-25.83,-26.94,29.21,17.58,-14.92,22.49,20.58,-22.15,17.04,-19.49,"295,933,755",-19.38,-11.87,69.44,6.76,0.22,3.88,40.09,-11.25,-11.25,40.09,"-398,186","15,006,349","46,494,680","8,389,850"
2397 友通,2023/9/28,2397,3,2023/11/1,0.47,2.52,0.49,13.3,2.01,0.4,1.47,0.64,1.68,1.96,-65.41,-37.89,6.72,2.4,-64.15,4.14,1.61,-75.72,0.91,-82.19,"7,808,082",-4.19,4.26,48.19,-12.69,0.33,-0.36,18.16,-20.28,-20.28,18.16,"222,011","3,921,424","5,646,197","372,755"
2399 映泰,2023/9/28,2399,3,2023/11/14,-0.14,1.83,1.81,,-0.54,-0.92,-0.66,-1.13,-0.87,-7.15,-57.8,-60.53,-2.21,-3.6,-238.84,-0.5,-0.79,-134.59,-4.69,-181.24,"4,149,730",0.78,1.67,80.01,1.34,0.2,6.36,6.2,-17.5,-17.5,6.2,"-17,153","549,824","2,268,861","-37,784"
2401 凌陽,2023/9/28,2401,3,2023/11/13,-0.09,1.97,3.23,,0.84,0.29,0.91,0.31,0.24,-0.77,84.7,71.62,-0.2,1.69,"1,928.13",14.34,5.72,-22.79,2.19,-60.56,"17,197,426",7.54,8.98,77.29,-5.36,0.11,6.48,45.95,9.28,9.28,45.95,"281,746","1,545,595","10,974,074","529,403"
2402 毅嘉,2023/9/28,2402,3,2023/11/13,0.58,1.96,1.46,20.26,3.5,1.77,2.46,2.84,2.92,7.69,78.23,72.21,5.93,7.48,44.9,12.45,8.49,54.76,7.28,94.54,"12,378,324",13.9,14.37,59.75,9.4,0.23,0.8,15.68,32.25,32.25,15.68,"-160,792","2,370,906","6,301,732","236,813"
2404 漢唐,2023/9/28,2404,3,2023/11/13,6.97,3.78,0.63,6.6,4.03,3.08,3.21,12.45,12.75,7.89,-27.85,-11.4,72.61,7.95,7.4,10.49,10.03,-14.68,7.77,-15.77,"43,358,315",25.22,-0.42,24.82,71.37,0.39,2.14,10.16,-23.48,-23.48,10.16,"-244,310","17,546,418","11,672,258","1,714,151"
2405 輔信,2023/9/28,2405,3,2023/11/2,0.03,1.52,3.33,214.31,0.67,0.28,0.61,0.31,0.21,-0.94,54.3,66.7,-0.13,1.73,-15.08,11.78,6.27,-19.3,2.52,-70.62,"5,580,689",10.06,14.6,79.55,2.27,0.1,7.22,41.39,14.42,14.42,41.39,"205,220","455,016","3,719,110","228,577"
2406 國碩,2023/9/28,2406,3,2023/11/13,-0.03,1.28,1.28,,0.18,-0.48,0.03,-0.86,-0.87,-24.33,-51.45,27.85,-5.62,-10.32,71.71,5.1,-8.38,25.18,-10.23,18.34,"5,298,666",-50.54,2.34,67.13,-10.51,0.06,15.95,5.25,-76.37,-79.41,4.55,"-116,434","810,804","9,572,902","129,246"
2408 南亞科,2023/9/28,2408,3,2023/11/8,-0.81,1.18,6.97,,0.35,-1.27,0.32,-1.45,-1.45,-56.1,-571.73,-36.29,-14.01,-32.38,-224.9,9.92,-40.62,-199.35,-32.37,-194.85,"203,234,114",-29.81,10.09,88.68,-4.95,0.04,15.48,-25.24,-154.29,-154.29,-25.24,"-2,910,012","7,736,374","172,009,061","-886,867"
2409 友達,2023/9/28,2409,3,2023/11/13,-0.13,0.78,0.53,,2.24,-0.09,1.66,-0.55,-0.43,-1.9,90.29,69.91,-1.73,-1.05,80.5,11.88,-1.09,93.29,-1.32,91.2,"126,270,094",40.97,10.72,43.45,0.44,0.18,0.81,7.62,173.53,173.53,7.62,"1,482,901","70,109,826","169,028,521","5,667,960"
2412 中華電,2023/9/28,2412,3,2023/11/9,1.17,2.41,4.07,18.92,4.2,1.81,3.36,2.46,2.46,21.37,-5.89,-6.49,14.78,17.47,-8.1,40.71,21.69,-4.66,17.48,-4.06,"899,863,736",0.28,0.36,75.43,1.71,0.1,0.32,36.93,-2.54,-2.54,36.93,"3,083,652","53,657,946","386,349,557","21,424,336"
2413 環科,2023/9/28,2413,3,2023/11/13,0.73,1.72,0.72,14,3.13,1.94,2.62,4.52,4.57,4.95,-28.75,92.08,4.59,7.93,502.04,14.18,9.83,-16.47,7.85,-9.57,"3,597,892",-10.26,0.8,40.65,-9.77,0.23,4.88,17.49,-11.14,-11.14,17.49,"95,345","1,179,804","2,098,145","314,514"
2414 精技,2023/9/28,2414,3,2023/11/6,0.63,1.8,0.22,10.83,1.81,1.3,1.49,2.84,2.73,2.06,-40.93,0.56,7.72,1.8,5.37,2.91,2.34,-33.67,1.87,-34.37,"5,329,168",-17.21,3.63,43.96,-15.58,0.66,0.29,7.94,-15.84,-15.84,7.94,"-16,147","6,071,539","4,055,787","-20,215"
2415 錩新,2023/9/28,2415,3,2023/11/13,-0.22,1.63,1.23,,0.4,-0.24,0.34,-1.18,-1.18,-1.89,82.3,-138.63,-1.28,-5.3,-193.67,5.91,-6.99,52.48,-5.3,49.93,"2,601,000",22.46,15.84,30.24,-3.85,0.07,-5.09,27.23,88.29,88.29,27.23,"64,645","608,479","2,756,864","-83,470"
2417 圓剛,2023/9/28,2417,3,2023/11/13,0.12,1.43,1.29,,-0.45,0.81,1.44,1.11,1.1,-1.11,-262.39,75.23,-0.61,5.34,-63.02,12.69,6.52,-32.56,5.4,-20.43,"4,299,450",-13.22,-3.2,69.1,-4.11,0.14,7.63,55.58,-0.25,-0.25,55.58,"-8,597","863,762","4,226,132","101,461"
2419 仲琦,2023/9/28,2419,3,2023/10/26,-0.09,2.16,1.01,41.58,0.69,0.12,0.66,-0.19,-0.19,-0.4,-103.63,-110.73,-0.2,-0.7,-113.88,5.23,-1.48,-116.23,-0.7,-108.76,"10,940,844",-50.09,-43.75,55.64,-17.08,0.14,-1.08,26.83,-34.57,-34.57,26.83,"-77,639","1,578,573","5,965,067","906,647"
2420 新巨,2023/9/28,2420,3,2023/11/8,1.04,1.95,3.17,9.71,4.05,2.97,3.27,4.46,4.43,27.68,-29.01,10.53,9.61,29.51,7.4,42.15,36.92,-25.08,29.72,-22.79,"7,006,543",-23.02,-1.43,68.5,-5.14,0.1,9.24,45.03,-21.06,-21.06,45.03,"-2,699","530,045","3,620,583","173,405"
2421 建準,2023/9/28,2421,3,2023/11/2,1.49,4.51,2.36,17.56,5.21,3.13,3.95,6.16,6.12,12.27,22.58,-0.68,16.11,11.63,-10.57,20.26,15.85,11.54,11.72,8.42,"31,749,046",-10.11,0.42,54.11,7.42,0.26,3.58,28.97,8.48,8.48,28.97,"-42,246","3,293,604","7,044,826","1,086,798"
2423 固緯,2023/9/28,2423,3,2023/11/9,0.77,1.98,1.78,10.75,4.51,3.01,3.43,4.37,4.33,16.49,-6.01,-0.17,8.43,14.98,26.62,23.21,20.17,-16.87,15.13,-6.22,"5,221,692",-2.46,2.8,69.65,-1.52,0.2,3.69,51.82,2.83,2.83,51.82,"-23,621","741,544","2,634,916","188,626"
